gene_id,pathway,source,link,gene_symbol
hsa:3708,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:3708+hsa:3709+hsa:3710,ITPR1
hsa:3709,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:3708+hsa:3709+hsa:3710,ITPR2
hsa:3710,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:3708+hsa:3709+hsa:3710,ITPR3
hsa:487,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:487+hsa:488+hsa:489,ATP2A1
hsa:488,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:487+hsa:488+hsa:489,ATP2A2
hsa:489,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:487+hsa:488+hsa:489,ATP2A3
hsa:5663,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5663+hsa:5664,PSEN1
hsa:5664,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5663+hsa:5664,PSEN2
hsa:1128,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1128+hsa:1131+hsa:1133+hsa:2915,CHRM1
hsa:1131,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1128+hsa:1131+hsa:1133+hsa:2915,CHRM3
hsa:1133,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1128+hsa:1131+hsa:1133+hsa:2915,CHRM5
hsa:2915,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1128+hsa:1131+hsa:1133+hsa:2915,GRM5
hsa:2776,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2776,GNAQ
hsa:23236,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:23236+hsa:5330+hsa:5331+hsa:5332,PLCB1
hsa:5330,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:23236+hsa:5330+hsa:5331+hsa:5332,PLCB2
hsa:5331,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:23236+hsa:5330+hsa:5331+hsa:5332,PLCB3
hsa:5332,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:23236+hsa:5330+hsa:5331+hsa:5332,PLCB4
hsa:2902,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2902+hsa:2903+hsa:2904+hsa:2905+hsa:2906,GRIN1
hsa:2903,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2902+hsa:2903+hsa:2904+hsa:2905+hsa:2906,GRIN2A
hsa:2904,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2902+hsa:2903+hsa:2904+hsa:2905+hsa:2906,GRIN2B
hsa:2905,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2902+hsa:2903+hsa:2904+hsa:2905+hsa:2906,GRIN2C
hsa:2906,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2902+hsa:2903+hsa:2904+hsa:2905+hsa:2906,GRIN2D
hsa:775,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:775+hsa:776+hsa:778+hsa:779,CACNA1C
hsa:776,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:775+hsa:776+hsa:778+hsa:779,CACNA1D
hsa:778,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:775+hsa:776+hsa:778+hsa:779,CACNA1F
hsa:779,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:775+hsa:776+hsa:778+hsa:779,CACNA1S
hsa:3028,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:3028,HSD17B10
hsa:823,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:823+hsa:824,CAPN1
hsa:824,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:823+hsa:824,CAPN2
hsa:8851,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:8851,CDK5R1
hsa:8851,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:8851,CDK5R1
hsa:1020,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1020,CDK5
hsa:4137,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4137,MAPT
hsa:355,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:355+hsa:7132,FAS
hsa:7132,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:355+hsa:7132,TNFRSF1A
hsa:8772,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:8772,FADD
hsa:841,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:841,CASP8
hsa:637,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:637,BID
hsa:5594,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5594+hsa:5595,MAPK1
hsa:5595,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5594+hsa:5595,MAPK3
hsa:4842,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4842,NOS1
hsa:9451,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:9451,EIF2AK3
hsa:2081,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2081,ERN1
hsa:22926,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:22926,ATF6
hsa:348,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:348,APOE
hsa:163688,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:163688+hsa:51806+hsa:801+hsa:805+hsa:808+hsa:810+hsa:91860,CALML6
hsa:51806,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:163688+hsa:51806+hsa:801+hsa:805+hsa:808+hsa:810+hsa:91860,CALML5
hsa:801,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:163688+hsa:51806+hsa:801+hsa:805+hsa:808+hsa:810+hsa:91860,CALM1
hsa:805,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:163688+hsa:51806+hsa:801+hsa:805+hsa:808+hsa:810+hsa:91860,CALM2
hsa:808,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:163688+hsa:51806+hsa:801+hsa:805+hsa:808+hsa:810+hsa:91860,CALM3
hsa:810,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:163688+hsa:51806+hsa:801+hsa:805+hsa:808+hsa:810+hsa:91860,CALML3
hsa:91860,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:163688+hsa:51806+hsa:801+hsa:805+hsa:808+hsa:810+hsa:91860,CALML4
hsa:5530,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3CA
hsa:5532,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3CB
hsa:5533,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3CC
hsa:5534,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3R1
hsa:5535,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3R2
hsa:572,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:572,BAD
hsa:3416,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:3416,IDE
hsa:4311,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4311,MME
hsa:322,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:322,APBB1
hsa:4035,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4035,LRP1
hsa:4023,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4023,LPL
hsa:2597,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2597,GAPDH
hsa:8883,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:8883,NAE1
hsa:836,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:836,CASP3
hsa:840,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:840,CASP7
hsa:2932,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2932,GSK3B
hsa:6622,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:6622,SNCA
hsa:3553,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:3553,IL1B
hsa:10313,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10313+hsa:57142,RTN3
hsa:57142,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10313+hsa:57142,RTN4
hsa:4137,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4137,MAPT
hsa:7186,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:7186,TRAF2
hsa:4217,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4217,MAP3K5
hsa:5599,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5599+hsa:5601+hsa:5602,MAPK8
hsa:5601,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5599+hsa:5601+hsa:5602,MAPK9
hsa:5602,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5599+hsa:5601+hsa:5602,MAPK10
hsa:2475,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2475,MTOR
hsa:8408,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:8408+hsa:9706,ULK1
hsa:9706,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:8408+hsa:9706,ULK2
hsa:9776,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:9776,ATG13
hsa:9821,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:9821,RB1CC1
hsa:60673,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:60673,ATG101
hsa:23130,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:23130+hsa:55102,ATG2A
hsa:55102,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:23130+hsa:55102,ATG2B
hsa:26100,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:26100+hsa:55062,WIPI2
hsa:55062,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:26100+hsa:55062,WIPI1
hsa:55626,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:55626,AMBRA1
hsa:441925,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:441925+hsa:8678,BECN2
hsa:8678,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:441925+hsa:8678,BECN1
hsa:30849,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:30849,PIK3R4
hsa:5289,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5289,PIK3C3
hsa:22863,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:22863,ATG14
hsa:5609,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5609,MAP2K7
hsa:1965,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1965,EIF2S1
hsa:468,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:468,ATF4
hsa:5530,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3CA
hsa:5532,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3CB
hsa:5533,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3CC
hsa:5534,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3R1
hsa:5535,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:5530+hsa:5532+hsa:5533+hsa:5534+hsa:5535,PPP3R2
hsa:147700,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:147700+hsa:3798+hsa:3799+hsa:3800+hsa:3831+hsa:64837+hsa:89953,KLC3
hsa:3798,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:147700+hsa:3798+hsa:3799+hsa:3800+hsa:3831+hsa:64837+hsa:89953,KIF5A
hsa:3799,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:147700+hsa:3798+hsa:3799+hsa:3800+hsa:3831+hsa:64837+hsa:89953,KIF5B
hsa:3800,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:147700+hsa:3798+hsa:3799+hsa:3800+hsa:3831+hsa:64837+hsa:89953,KIF5C
hsa:3831,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:147700+hsa:3798+hsa:3799+hsa:3800+hsa:3831+hsa:64837+hsa:89953,KLC1
hsa:64837,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:147700+hsa:3798+hsa:3799+hsa:3800+hsa:3831+hsa:64837+hsa:89953,KLC2
hsa:89953,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:147700+hsa:3798+hsa:3799+hsa:3800+hsa:3831+hsa:64837+hsa:89953,KLC4
hsa:10376,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBA1B
hsa:112714,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBA3E
hsa:113457,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBA3D
hsa:51807,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBA8
hsa:7277,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBA4A
hsa:7278,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBA3C
hsa:7846,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBA1A
hsa:79861,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBAL3
hsa:84790,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10376+hsa:112714+hsa:113457+hsa:51807+hsa:7277+hsa:7278+hsa:7846+hsa:79861+hsa:84790,TUBA1C
hsa:10381,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB3
hsa:10382,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB4A
hsa:10383,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB4B
hsa:124908013,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,
hsa:124908015,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,
hsa:124908041,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,
hsa:203068,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB
hsa:260334,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB8B
hsa:347688,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB8
hsa:347733,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB2B
hsa:7280,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB2A
hsa:81027,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB1
hsa:84617,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10381+hsa:10382+hsa:10383+hsa:124908013+hsa:124908015+hsa:124908041+hsa:203068+hsa:260334+hsa:347688+hsa:347733+hsa:7280+hsa:81027+hsa:84617,TUBB6
hsa:29982,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:29982,NRBF2
hsa:122011,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:122011+hsa:1452,CSNK1A1L
hsa:1452,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:122011+hsa:1452,CSNK1A1
hsa:8312,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:8312+hsa:8313,AXIN1
hsa:8313,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:8312+hsa:8313,AXIN2
hsa:10297,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10297+hsa:324,APC2
hsa:324,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10297+hsa:324,APC
hsa:1499,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1499,CTNNB1
hsa:2932,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:2932,GSK3B
hsa:10023,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10023+hsa:23401,FRAT1
hsa:23401,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:10023+hsa:23401,FRAT2
hsa:1855,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1855+hsa:1856+hsa:1857,DVL1
hsa:1856,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1855+hsa:1856+hsa:1857,DVL2
hsa:1857,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1855+hsa:1856+hsa:1857,DVL3
hsa:1457,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1457+hsa:1459+hsa:1460+hsa:283106,CSNK2A1
hsa:1459,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1457+hsa:1459+hsa:1460+hsa:283106,CSNK2A2
hsa:1460,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1457+hsa:1459+hsa:1460+hsa:283106,CSNK2B
hsa:283106,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:1457+hsa:1459+hsa:1460+hsa:283106,CSNK2A3
hsa:102800317,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:102800317+hsa:1454,TPTEP2-CSNK1E
hsa:1454,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:102800317+hsa:1454,CSNK1E
hsa:4040,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4040+hsa:4041,LRP6
hsa:4041,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:4040+hsa:4041,LRP5
hsa:11211,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD10
hsa:2535,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD2
hsa:7855,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD5
hsa:7976,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD3
hsa:8321,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD1
hsa:8322,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD4
hsa:8323,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD6
hsa:8324,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD7
hsa:8325,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD8
hsa:8326,Alzheimer disease,hsa05010.xml,https://www.kegg.jp/dbget-bin/www_bget?hsa:11211+hsa:2535+hsa:7855+hsa:7976+hsa:8321+hsa:8322+hsa:8323+hsa:8324+hsa:8325+hsa:8326,FZD9
